no,area,suicide,satisfaction,loneliness,job_value,society_safety,self_control,korean_pride,help_weak,family_talk,family_belief,personal_economy,health,sex,age
1965,인천,2,7,3,8,8,8,4,4,4,4,6,4,여자,50대
1966,인천,2,6,3,7,6,7,4,4,4,3,8,4,남자,30대
1967,인천,2,8,3,7,5,6,4,4,4,4,7,4,여자,30대
1968,인천,3,7,3,8,5,6,4,4,4,4,7,4,남자,50대
1969,인천,2,7,3,6,5,7,4,4,3,4,7,3,여자,50대
1970,인천,2,5,3,5,5,6,4,4,4,3,6,4,여자,19~29세
1971,인천,2,5,2,4,7,5,2,3,3,3,5,4,남자,19~29세
1972,인천,1,6,2,6,6,8,2,4,4,3,3,4,남자,19~29세
1973,인천,2,5,3,7,5,6,3,4,3,3,7,4,남자,19~29세
1974,인천,1,8,3,7,7,7,3,3,3,3,6,3,남자,50대
1975,인천,2,6,3,7,5,7,3,4,3,4,7,3,여자,50대
1976,인천,2,7,3,6,7,6,4,4,4,4,5,3,남자,30대
1977,인천,2,5,3,6,6,6,3,4,3,4,5,3,여자,30대
1978,인천,1,8,1,8,7,8,4,4,3,3,8,3,남자,60~69세
1979,인천,2,6,3,6,5,7,4,3,3,3,5,4,남자,30대
1980,인천,1,6,3,7,5,6,4,4,4,4,6,4,여자,19~29세
1981,인천,1,7,2,7,6,7,4,4,3,3,6,3,남자,50대
1982,인천,2,6,3,7,6,6,4,4,3,4,5,3,여자,50대
1983,인천,2,6,3,6,5,7,4,4,4,3,5,4,남자,19~29세
1984,인천,2,5,3,5,6,6,3,4,4,3,6,3,남자,40대
1985,인천,2,6,2,6,6,5,3,4,3,3,6,3,여자,40대
1986,인천,2,5,2,6,5,5,4,3,3,3,6,4,여자,50대
1987,인천,2,5,3,6,6,6,4,4,3,3,6,3,남자,60~69세
1988,인천,2,5,3,7,6,7,4,4,3,3,6,3,여자,60~69세
1989,인천,2,5,3,6,5,6,4,4,4,4,5,3,남자,40대
1990,인천,1,6,2,6,5,6,4,4,4,4,6,3,여자,40대
1991,인천,1,6,2,5,6,6,3,3,3,3,4,4,여자,19~29세
1992,인천,1,6,2,6,6,6,3,3,4,4,5,4,남자,19~29세
1993,인천,2,3,3,3,4,4,2,2,3,3,3,3,여자,19~29세
1994,인천,1,5,3,5,8,9,3,3,3,3,5,3,남자,30대
1995,인천,3,2,3,3,3,5,3,3,2,3,5,3,여자,30대
1996,인천,1,6,1,8,9,9,2,4,4,4,5,3,남자,60~69세
1997,인천,3,0,3,2,5,2,2,4,4,3,1,3,여자,50대
1998,인천,1,8,1,10,8,5,2,4,3,3,2,4,남자,19~29세
1999,인천,1,7,2,7,6,7,2,4,4,3,8,4,여자,19~29세
2000,인천,1,4,3,9,9,8,3,4,4,4,8,3,남자,40대
2001,인천,3,6,2,7,5,8,2,3,4,4,7,3,여자,30대
2002,인천,3,6,3,9,7,6,3,3,3,3,8,5,남자,50대
2003,인천,3,3,3,7,2,9,4,4,3,3,2,1,여자,50대
2004,인천,1,4,2,5,4,3,2,2,3,4,4,3,남자,30대
2005,인천,2,4,3,4,2,0,2,2,2,3,4,3,여자,30대
2006,인천,1,5,2,5,10,9,3,4,2,4,5,3,남자,50대
2007,인천,1,7,3,8,6,8,3,4,3,4,4,3,여자,40대
2008,인천,3,6,2,5,5,5,3,4,3,3,0,3,여자,30대
2009,인천,3,5,4,1,5,8,4,4,3,4,5,3,남자,30대
2010,인천,2,9,2,5,6,8,4,4,4,4,9,2,여자,19~29세
2011,인천,1,5,2,7,6,5,3,3,3,2,5,3,남자,40대
2012,인천,1,4,2,3,4,5,3,3,3,4,2,3,여자,40대
2013,인천,2,3,3,3,3,3,3,3,3,3,4,3,남자,40대
2014,인천,1,6,2,6,5,5,3,4,4,4,10,4,여자,30대
2015,인천,1,5,2,5,6,6,4,3,2,3,5,3,남자,40대
2016,인천,4,0,4,0,6,0,3,4,1,3,0,1,여자,40대
2017,인천,2,4,2,5,5,5,3,4,3,4,4,3,여자,40대
2018,인천,2,1,2,5,5,4,2,3,3,4,4,3,남자,40대
2019,인천,3,5,3,5,5,3,3,3,1,3,1,3,여자,30대
2020,인천,1,6,3,9,6,3,4,3,3,4,8,4,여자,30대
2021,인천,2,6,3,6,8,8,2,2,2,4,7,3,남자,30대
2022,인천,2,7,2,8,7,6,4,4,4,4,6,4,남자,50대
2023,인천,2,7,2,7,4,8,3,4,4,4,5,4,여자,50대
2024,인천,2,6,2,6,3,5,3,4,3,3,6,4,여자,19~29세
2025,인천,2,7,2,8,7,7,4,4,4,3,8,3,남자,50대
2026,인천,1,9,1,9,6,7,4,3,4,4,8,3,여자,40대
2027,인천,2,5,3,6,5,8,3,3,4,4,6,4,여자,30대
2028,인천,1,7,2,9,9,8,4,3,4,4,5,3,남자,30대
2029,인천,2,7,2,5,3,8,3,3,4,4,4,3,여자,40대
2030,인천,2,7,3,5,2,5,2,3,3,3,2,2,여자,40대
2031,인천,1,5,1,9,5,8,4,3,4,4,4,4,남자,50대
2032,인천,1,8,1,9,5,9,4,4,4,4,2,4,여자,40대
2033,인천,1,9,1,8,7,9,4,3,4,4,4,5,남자,30대
2034,인천,1,9,1,9,5,8,3,4,4,4,3,4,여자,30대
2035,인천,1,7,1,5,5,8,4,3,4,4,3,4,남자,60~69세
2036,인천,1,7,1,7,2,8,3,4,3,4,5,4,여자,60~69세
2037,인천,1,9,1,8,2,8,4,3,4,4,3,4,남자,60~69세
2038,인천,1,7,1,7,5,9,3,3,3,4,5,4,여자,60~69세
2039,인천,1,7,1,9,2,9,3,4,4,4,3,4,남자,50대
2040,인천,1,7,1,8,3,9,3,4,3,4,5,4,여자,40대
2041,인천,1,7,1,9,5,9,4,4,4,4,4,4,남자,40대
2042,인천,1,8,1,8,2,9,3,3,3,4,4,4,여자,30대
2043,인천,1,7,1,8,3,9,4,3,3,4,6,4,남자,50대
2044,인천,1,9,1,9,5,9,4,3,4,4,3,5,남자,30대
2045,인천,1,8,1,8,5,8,3,3,4,4,3,4,여자,30대
2046,인천,1,7,2,9,5,8,4,3,4,4,3,4,남자,50대
2047,인천,1,7,1,8,6,10,3,3,3,4,5,4,여자,50대
2048,인천,1,7,1,9,3,8,4,3,4,4,5,4,남자,50대
2049,인천,1,7,2,7,2,7,3,4,4,4,5,4,여자,50대
2050,인천,1,7,2,9,1,5,4,4,3,3,1,3,여자,60~69세
2051,인천,4,0,4,0,2,6,2,4,2,2,0,1,여자,19~29세
2052,인천,3,4,4,5,2,3,2,3,3,3,1,3,여자,19~29세
2053,인천,4,1,4,5,5,7,2,4,2,2,5,2,여자,60~69세
2054,인천,1,5,2,5,2,4,3,4,4,4,6,4,여자,60~69세
2055,인천,1,5,2,5,2,4,3,3,3,4,6,4,남자,30대
2056,인천,1,6,2,5,3,6,3,3,2,3,2,4,남자,30대
2057,인천,3,0,4,6,0,8,2,3,2,4,0,2,여자,30대
2058,인천,1,1,2,6,5,5,3,3,4,4,2,2,남자,60~69세
2059,인천,1,2,2,5,5,5,3,3,4,4,3,2,여자,60~69세
2060,인천,2,5,1,7,4,7,4,4,4,4,7,2,여자,60~69세
2061,인천,3,0,4,0,0,0,4,4,4,4,3,3,남자,40대
2062,인천,3,0,4,0,0,0,4,4,4,4,0,2,여자,30대
2063,인천,2,5,2,5,8,9,3,3,3,4,5,3,남자,40대
2064,인천,2,4,3,4,4,5,3,3,3,4,4,4,여자,40대
2065,인천,1,6,2,5,7,6,3,3,4,4,5,3,남자,19~29세
2066,인천,1,7,3,8,7,10,4,3,3,3,7,4,남자,40대
2067,인천,3,5,2,5,5,7,3,4,3,3,1,3,여자,40대
2068,인천,2,5,2,4,5,4,2,3,3,3,4,4,남자,19~29세
2069,인천,1,6,2,6,6,6,3,3,4,4,3,4,남자,19~29세
2070,인천,1,8,3,8,6,8,3,4,4,3,7,4,여자,50대
2071,인천,3,1,3,3,3,5,4,3,3,4,0,2,여자,19~29세
2072,인천,1,6,2,8,5,7,3,3,3,3,2,4,남자,60~69세
2073,인천,1,6,2,6,7,7,3,4,3,4,4,3,남자,50대
2074,인천,1,6,1,6,7,5,3,3,4,4,1,3,여자,50대
2075,인천,2,5,2,8,7,6,3,3,4,4,5,2,남자,19~29세
2076,인천,3,4,3,4,5,10,4,4,3,4,1,2,남자,50대
2077,인천,2,4,3,5,0,5,2,3,3,3,1,3,남자,60~69세
2078,인천,1,5,1,5,1,5,2,4,3,4,5,3,여자,50대
2079,인천,2,4,4,8,8,5,3,3,3,4,4,2,남자,50대
2080,인천,1,7,2,7,6,7,3,3,3,3,2,4,남자,19~29세
2081,인천,2,7,3,7,7,7,3,3,3,4,2,3,여자,50대
2082,인천,2,7,3,7,7,7,3,3,3,4,2,3,여자,19~29세
2083,인천,1,5,3,5,2,5,3,4,3,3,2,3,남자,50대
2084,인천,2,5,2,5,2,7,3,3,3,4,5,3,여자,19~29세
2085,인천,1,4,2,5,5,6,3,3,2,3,3,3,남자,60~69세
2086,인천,1,5,3,5,1,5,3,3,2,3,2,3,여자,60~69세
2087,인천,1,7,1,8,2,10,2,1,1,1,0,3,남자,30대
2088,인천,1,5,1,5,5,5,2,3,4,4,4,4,남자,60~69세
2089,인천,1,5,1,5,1,5,2,2,4,4,3,3,남자,19~29세
2090,인천,2,5,1,5,5,5,3,3,4,4,0,2,남자,19~29세
2091,인천,4,1,4,5,1,1,3,4,3,3,0,2,남자,19~29세
2092,인천,2,3,3,5,4,4,3,3,3,3,1,2,남자,60~69세
2093,인천,2,1,3,3,4,3,3,3,2,3,1,1,여자,60~69세
2094,인천,3,5,3,5,5,8,3,3,3,4,2,3,여자,50대
2095,인천,1,6,2,3,2,8,2,4,3,4,1,4,여자,19~29세
2096,인천,1,5,2,6,6,6,2,3,3,3,5,3,여자,40대
2097,인천,1,4,3,5,5,6,2,3,3,3,4,3,여자,19~29세
2098,인천,2,6,2,6,6,7,3,3,3,3,3,3,남자,60~69세
2099,인천,1,9,1,5,7,8,3,4,3,4,8,4,남자,60~69세
2100,인천,1,8,1,8,6,9,3,4,3,4,7,4,여자,50대
2101,인천,1,6,1,7,5,3,3,3,3,3,5,4,남자,60~69세
2102,인천,1,7,2,6,3,6,3,3,3,3,6,4,여자,60~69세
2103,인천,1,7,1,7,3,7,2,3,2,3,7,5,여자,19~29세
2104,인천,1,5,2,5,5,5,3,3,3,4,3,2,여자,50대
2105,인천,3,4,3,4,5,5,2,2,3,4,3,3,남자,19~29세
2106,인천,1,6,2,5,6,7,4,4,3,4,5,4,남자,50대
2107,인천,3,3,3,3,5,6,2,2,3,4,3,4,남자,19~29세
2108,인천,1,7,2,8,6,7,3,3,2,3,6,4,여자,50대
2109,인천,1,5,1,5,3,6,3,3,3,4,5,4,남자,60~69세
2110,인천,1,6,1,6,2,7,3,3,3,3,5,3,여자,60~69세
2111,인천,1,6,2,5,8,7,3,3,4,3,5,4,여자,40대
2112,인천,2,5,2,5,7,7,4,4,4,4,3,4,여자,19~29세
2113,인천,2,6,3,4,4,5,2,3,3,3,4,3,남자,40대
2114,인천,1,9,3,9,5,6,3,3,3,3,3,3,여자,50대
2115,인천,1,5,1,5,7,5,3,3,4,4,5,3,남자,40대
2116,인천,1,5,1,5,5,5,3,3,4,4,5,3,여자,30대
2117,인천,1,5,2,5,6,6,2,2,3,3,5,3,남자,60~69세
2118,인천,2,5,3,6,6,6,2,2,3,3,5,3,여자,60~69세
2119,인천,2,5,2,6,5,5,2,2,3,3,7,3,여자,40대
2120,인천,1,6,1,5,7,4,2,2,3,2,5,4,남자,40대
2121,인천,2,5,2,5,6,4,3,3,3,3,6,4,남자,40대
2122,인천,1,6,2,6,5,6,2,2,3,3,6,4,여자,40대
2123,인천,2,6,2,5,6,6,2,2,3,3,6,3,남자,60~69세
2124,인천,1,5,1,5,5,4,2,2,3,3,5,3,여자,60~69세
2125,인천,1,5,1,5,6,6,2,2,3,3,5,3,남자,30대
2126,인천,1,5,1,5,6,5,2,2,3,3,6,4,남자,50대
2127,인천,1,5,1,6,5,4,2,2,3,2,3,4,여자,50대
2128,인천,2,5,2,5,6,5,2,2,3,3,5,3,여자,40대
2129,인천,1,5,1,5,5,5,2,2,3,2,5,3,여자,40대
2130,인천,1,6,1,6,6,5,2,2,3,3,7,4,여자,40대
2131,인천,1,2,1,6,5,4,2,2,3,3,5,4,여자,19~29세
2132,인천,1,5,1,6,6,6,2,2,3,3,5,3,여자,50대
2133,인천,2,5,3,5,6,3,2,2,3,3,5,4,남자,30대
2134,인천,2,4,3,6,6,5,2,2,3,3,6,4,여자,30대
2135,인천,2,6,3,5,4,7,3,3,3,3,3,5,여자,19~29세
2136,인천,2,6,2,6,3,7,3,3,3,4,5,5,남자,40대
2137,인천,2,6,3,6,5,7,3,3,3,3,3,5,여자,19~29세
2138,인천,2,6,3,7,5,7,3,3,3,4,4,5,남자,40대
2139,인천,1,5,1,5,5,5,3,2,3,3,7,3,남자,50대
2140,인천,1,4,1,5,7,5,3,2,3,3,7,3,여자,50대
2141,인천,1,5,1,6,6,6,3,2,3,3,7,4,남자,50대
2142,인천,2,5,2,6,6,5,3,2,3,3,7,4,여자,50대
2143,인천,2,5,3,6,6,5,2,2,3,3,6,4,남자,19~29세
2144,인천,2,5,2,5,5,4,3,2,3,3,5,4,남자,50대
2145,인천,3,3,2,5,5,5,2,2,3,3,5,4,여자,50대
2146,인천,1,5,1,5,6,5,2,2,3,3,7,3,남자,60~69세
2147,인천,1,5,1,6,7,4,3,2,3,3,6,3,여자,60~69세
2148,인천,1,7,1,7,6,5,3,3,4,3,5,3,남자,40대
2149,인천,1,5,1,5,5,6,3,2,3,3,5,3,여자,40대
2150,인천,2,5,2,5,5,5,3,2,2,3,5,3,남자,60~69세
2151,인천,1,5,1,5,5,7,3,2,3,3,5,3,여자,60~69세
2152,인천,2,5,2,5,5,5,2,2,3,3,5,3,남자,50대
2153,인천,1,5,1,6,6,5,2,2,2,3,7,4,여자,50대
2154,인천,1,5,1,6,4,4,3,2,3,3,6,4,남자,50대
2155,인천,2,6,2,7,6,5,3,2,3,3,3,4,남자,19~29세
2156,인천,2,5,2,6,6,5,2,2,2,3,6,3,여자,40대
2157,인천,1,3,1,5,5,4,3,2,3,2,5,4,남자,50대
2158,인천,1,7,3,6,5,7,3,3,3,3,3,5,남자,19~29세
2159,인천,1,7,2,7,7,7,4,3,4,4,5,4,남자,30대
2160,인천,1,7,2,6,6,8,4,3,4,4,5,4,여자,19~29세
2161,인천,1,5,2,6,4,6,3,3,4,4,6,4,남자,60~69세
2162,인천,1,6,2,6,5,7,3,3,4,4,6,4,여자,50대
2163,인천,1,5,2,6,6,6,3,3,4,4,6,5,여자,30대
2164,인천,2,5,2,5,5,5,4,3,4,4,5,3,여자,60~69세
2165,인천,1,7,2,7,6,7,3,3,4,4,7,5,여자,30대
2166,인천,1,6,2,6,6,8,3,3,4,4,7,4,남자,40대
2167,인천,2,6,2,7,5,5,4,2,4,4,7,4,여자,40대
2168,인천,3,5,3,5,4,6,2,2,4,4,5,4,남자,40대
2169,인천,3,4,3,5,4,6,2,2,4,4,4,4,여자,40대
2170,인천,1,7,1,7,6,7,4,2,4,4,7,4,남자,60~69세
2171,인천,1,7,1,7,7,7,4,3,4,4,7,4,여자,50대
2172,인천,1,6,2,5,5,7,2,3,4,4,5,4,남자,30대
2173,인천,2,6,2,6,6,7,4,3,4,4,6,4,여자,30대
2174,인천,1,6,1,6,4,7,4,3,4,4,7,4,여자,40대
2175,인천,2,4,3,4,4,6,4,3,4,4,4,3,여자,60~69세
2176,인천,1,6,2,6,4,7,3,3,4,4,6,4,남자,40대
2177,인천,1,7,2,7,5,7,3,3,4,4,6,4,여자,40대
2178,인천,3,4,3,4,4,6,2,2,4,4,5,4,남자,40대
2179,인천,2,5,3,4,4,7,3,3,4,4,5,4,여자,40대
2180,인천,1,6,2,6,4,7,3,3,3,3,4,4,남자,40대
2181,인천,1,7,2,6,4,8,3,3,3,3,4,4,남자,40대
2182,인천,1,6,2,5,7,7,3,3,3,4,4,4,여자,19~29세
2183,인천,2,5,2,5,4,5,3,3,4,4,5,5,남자,30대
2184,인천,1,6,2,7,4,7,3,3,4,4,6,5,여자,30대
2185,인천,2,5,2,6,4,6,3,3,3,4,4,5,남자,40대
2186,인천,1,6,2,6,3,7,3,3,4,4,3,4,여자,40대
2187,인천,2,6,2,5,5,7,3,3,4,4,4,5,남자,19~29세
2188,인천,2,6,2,7,3,6,3,3,3,4,7,4,여자,60~69세
2189,인천,1,5,2,5,4,6,3,3,3,4,4,5,남자,19~29세
2190,인천,1,6,2,7,6,7,3,3,3,4,6,5,남자,40대
2191,인천,2,7,2,7,6,7,3,3,3,4,6,5,여자,30대
2192,인천,2,6,2,6,3,4,3,3,3,4,6,4,여자,50대
2193,인천,2,6,2,6,6,6,3,3,3,4,3,5,여자,19~29세
2194,인천,1,6,2,7,6,7,3,2,4,4,4,4,남자,40대
2195,인천,2,5,2,6,4,6,3,3,4,4,3,4,여자,40대
2196,인천,2,6,2,7,5,7,3,3,3,3,3,5,남자,19~29세
2197,인천,3,3,4,5,3,5,3,2,3,3,4,4,여자,50대
2198,인천,2,5,2,5,5,5,3,3,3,4,5,5,남자,50대
2199,인천,1,6,2,7,4,7,3,3,4,4,4,5,여자,40대
2200,인천,2,6,3,7,5,6,3,3,3,4,5,5,남자,30대
2201,인천,1,6,2,7,6,6,3,3,3,4,4,5,여자,30대
2202,인천,2,6,3,6,4,6,3,3,2,4,3,3,남자,60~69세
2203,인천,2,3,3,4,3,6,3,3,2,4,3,3,여자,60~69세
2204,인천,1,4,2,4,2,7,3,3,2,3,3,5,남자,19~29세
2205,인천,2,4,3,3,3,6,3,3,3,3,4,5,남자,40대
2206,인천,3,7,3,7,5,7,3,3,3,3,3,5,여자,19~29세
2207,인천,3,7,3,7,5,7,3,3,3,3,3,5,여자,19~29세
2208,인천,1,6,2,7,3,6,3,4,3,4,4,5,남자,50대
2209,인천,2,7,2,6,3,8,3,3,4,4,4,5,여자,50대
2210,인천,2,7,2,6,5,7,3,3,3,4,3,5,남자,19~29세
2211,인천,2,6,2,7,5,7,3,3,4,4,3,5,남자,40대
2212,인천,2,7,3,7,3,7,3,3,4,4,4,5,여자,40대
2213,인천,2,5,2,6,3,7,3,3,4,4,3,5,남자,50대
2214,인천,2,5,2,6,3,7,3,3,4,4,3,4,여자,40대
2215,인천,2,5,3,5,3,6,3,3,3,3,3,4,여자,50대
2216,인천,1,7,2,7,3,7,3,3,4,4,3,5,남자,30대
2217,인천,1,6,3,6,3,7,3,3,4,4,4,4,여자,30대
2218,인천,1,7,2,6,3,7,3,3,4,4,3,5,남자,30대
2219,인천,2,6,3,6,3,7,3,3,4,4,3,5,여자,30대
2220,인천,1,6,2,6,3,6,3,3,4,4,2,3,여자,60~69세
2221,인천,1,7,2,6,3,8,3,3,4,3,4,4,남자,60~69세
2222,인천,1,5,2,5,3,7,3,3,3,4,3,3,여자,60~69세
2223,인천,2,5,2,5,3,6,3,3,3,3,3,5,남자,30대
2224,인천,2,7,2,6,3,7,3,3,4,4,4,5,여자,30대
2225,인천,2,5,3,6,4,7,2,3,4,3,4,5,남자,30대
2226,인천,2,6,3,6,3,7,3,3,3,4,6,5,여자,30대
2227,인천,2,5,3,5,4,7,3,3,3,4,3,5,남자,50대
2228,인천,1,5,2,7,4,6,3,3,4,4,4,5,남자,50대
2229,인천,1,7,2,7,4,7,3,3,4,4,4,5,여자,40대
2230,인천,1,6,2,7,4,7,3,3,3,4,4,5,남자,30대
2231,인천,2,7,3,7,3,8,3,4,4,4,3,5,여자,30대
2232,인천,1,6,3,7,3,6,3,3,4,4,5,4,남자,60~69세
2233,인천,2,6,2,6,4,5,3,3,3,4,4,4,여자,60~69세
2234,인천,1,6,2,6,4,7,3,3,3,4,3,5,남자,40대
2235,인천,2,7,2,7,4,6,3,3,3,4,4,5,여자,30대
2236,인천,2,6,3,6,4,5,2,3,4,4,4,4,여자,40대
2237,인천,2,6,2,7,4,5,3,3,3,3,4,5,여자,19~29세
2238,인천,2,6,2,6,3,6,3,3,4,4,4,5,남자,50대
2239,인천,1,7,1,7,4,7,3,3,4,4,5,4,여자,50대
2240,인천,2,6,3,7,4,7,3,3,4,4,5,5,여자,19~29세
2241,인천,2,6,2,7,4,7,3,3,3,4,4,5,남자,30대
2242,인천,2,7,2,7,4,7,3,3,3,4,4,5,여자,30대
2243,인천,1,6,2,6,3,6,3,3,4,4,3,4,여자,50대
2244,인천,2,5,2,7,3,7,3,3,4,4,4,5,남자,50대
2245,인천,2,6,2,7,4,7,3,3,3,3,4,5,남자,19~29세
2246,인천,3,3,3,4,4,4,2,3,3,3,2,5,여자,19~29세
2247,인천,2,7,3,7,3,8,3,3,3,4,5,5,여자,30대
2248,인천,2,4,3,4,3,8,3,3,4,4,5,5,남자,19~29세
2249,인천,2,7,3,6,4,8,3,3,3,4,3,5,여자,19~29세
2250,인천,2,5,3,4,4,6,3,3,4,3,2,5,여자,19~29세
2251,인천,2,5,3,5,5,7,2,1,4,4,4,5,남자,19~29세
2252,인천,1,5,3,6,4,6,3,3,4,4,5,3,남자,60~69세
2253,인천,1,6,2,6,5,6,3,3,4,4,5,4,여자,60~69세
2254,인천,1,6,2,6,3,6,3,3,3,4,6,4,남자,50대
2255,인천,1,5,2,6,4,7,3,3,3,4,5,4,여자,40대
2256,인천,2,5,3,6,4,6,2,3,4,4,5,4,여자,50대
2257,인천,1,6,3,7,7,7,3,3,4,4,3,5,남자,40대
2258,인천,1,6,2,6,7,7,4,3,4,4,6,4,남자,40대
2259,인천,1,6,1,7,5,6,2,3,4,4,3,4,여자,40대
2260,인천,1,6,1,6,5,5,2,3,4,4,6,4,여자,40대
2261,인천,1,7,1,7,6,6,3,3,4,4,4,4,여자,19~29세
2262,인천,2,4,3,4,4,7,2,3,4,4,4,3,여자,50대
2263,인천,1,6,1,6,5,7,2,3,4,4,5,4,남자,30대
2264,인천,1,7,1,7,7,6,4,3,4,4,5,4,여자,30대
2265,인천,1,7,1,7,7,8,4,3,4,4,6,4,여자,40대
2266,인천,1,7,1,7,7,7,4,3,4,4,6,4,남자,40대
2267,인천,1,7,2,7,6,7,3,3,4,4,5,5,남자,30대
2268,인천,1,7,1,7,7,7,4,3,4,4,6,5,여자,30대
2269,인천,1,6,2,6,6,7,3,3,4,4,5,4,남자,30대
2270,인천,1,6,1,7,6,8,4,3,4,4,6,4,여자,30대
2271,인천,1,5,1,7,6,6,3,1,4,4,6,5,남자,40대
2272,인천,1,4,1,5,6,7,3,3,4,4,8,4,남자,40대
2273,인천,2,4,2,6,6,6,3,3,3,3,7,4,남자,30대
2274,인천,2,10,2,8,8,8,3,3,3,3,3,4,남자,30대
2275,인천,1,6,1,5,6,5,3,3,3,3,5,3,남자,40대
2276,인천,1,6,2,6,5,6,3,3,3,3,6,4,여자,19~29세
2277,인천,2,7,2,7,6,7,3,3,3,3,6,3,여자,30대
2278,인천,2,6,2,6,6,6,3,3,4,4,5,4,남자,19~29세
2279,인천,1,6,1,6,5,7,3,3,3,3,7,4,남자,40대
2280,인천,2,5,2,5,5,8,3,3,4,4,7,4,남자,19~29세
2281,인천,2,5,2,5,5,8,4,3,3,3,5,4,남자,19~29세
2282,인천,2,5,2,6,5,7,3,2,3,3,6,4,여자,30대
2283,인천,2,7,3,6,3,8,3,3,3,3,3,5,여자,19~29세
2284,인천,1,8,2,7,8,9,3,3,3,3,8,5,남자,60~69세
2285,인천,1,7,2,7,7,9,4,4,3,4,6,5,남자,19~29세
2286,인천,1,8,1,8,6,8,3,4,3,3,5,5,남자,40대
2287,인천,1,8,1,7,6,8,3,3,3,3,5,5,여자,40대
2288,인천,1,7,2,7,6,8,3,4,3,4,3,4,남자,19~29세
2289,인천,1,7,2,7,7,6,3,4,4,4,7,5,남자,40대
2290,인천,1,8,1,8,6,7,3,4,4,4,4,4,여자,50대
2291,인천,1,7,2,7,6,6,4,4,4,4,5,5,남자,19~29세
2292,인천,1,7,1,7,5,7,3,3,4,3,4,5,여자,19~29세
2293,인천,2,8,1,7,7,7,3,4,4,3,6,5,남자,30대
2294,인천,1,9,1,8,6,7,3,3,4,3,5,5,여자,30대
2295,인천,1,8,2,8,7,6,4,3,3,3,7,5,여자,50대
2296,인천,1,7,1,7,8,8,3,4,3,4,7,5,여자,19~29세
2297,인천,1,7,1,7,5,7,4,3,3,4,5,5,남자,40대
2298,인천,1,8,1,7,6,5,3,4,3,3,5,5,여자,40대
2299,인천,2,7,2,7,5,5,3,4,4,3,4,5,여자,60~69세
2300,인천,2,8,1,8,7,9,3,3,4,3,5,5,남자,30대
2301,인천,2,7,1,7,7,7,4,3,4,4,6,5,여자,30대
2302,인천,2,6,1,6,7,7,3,4,2,3,6,5,여자,50대
2303,인천,2,8,1,8,6,6,4,3,3,3,4,5,남자,19~29세
2304,인천,1,8,1,7,5,7,2,3,3,3,5,5,여자,40대
2305,인천,1,6,2,6,6,6,3,3,3,4,6,4,남자,30대
2306,인천,1,6,2,6,6,7,3,3,3,4,6,4,여자,30대
2307,인천,2,5,2,6,5,6,3,3,4,4,6,4,남자,40대
2308,인천,2,5,3,5,5,5,3,3,4,4,5,4,여자,40대
2309,인천,1,7,3,6,7,5,3,3,3,3,3,3,남자,60~69세
2310,인천,1,6,3,6,7,7,3,3,3,3,3,4,여자,60~69세
2311,인천,1,7,2,7,6,7,3,3,3,4,2,4,남자,50대
2312,인천,2,6,3,6,5,6,2,3,3,4,3,5,여자,40대
2313,인천,1,6,3,6,5,6,3,3,3,4,4,5,여자,19~29세
2314,인천,1,7,3,6,6,6,3,3,3,3,2,4,남자,40대
2315,인천,1,6,3,7,6,5,3,3,3,3,3,4,여자,40대
2316,인천,1,7,3,7,6,7,3,3,3,4,3,5,여자,19~29세
2317,인천,1,6,2,7,6,5,3,3,4,4,6,4,남자,50대
2318,인천,1,5,2,6,5,6,3,3,4,4,6,4,여자,50대
2319,인천,2,5,2,6,5,5,3,3,3,4,5,4,남자,19~29세
2320,인천,1,6,2,7,6,5,3,3,4,4,6,4,남자,60~69세
2321,인천,1,7,2,7,5,8,4,3,4,4,2,4,여자,60~69세
2322,인천,1,6,3,5,5,4,3,3,3,4,5,4,남자,50대
2323,인천,1,6,2,6,5,6,3,3,3,4,6,4,여자,50대
2324,인천,2,6,3,6,6,6,3,3,3,4,5,3,남자,50대
2325,인천,2,4,3,4,4,5,3,3,3,4,5,3,여자,40대
2326,인천,1,6,3,5,7,6,3,3,3,3,2,4,남자,40대
2327,인천,1,7,3,7,7,7,3,3,3,3,3,4,여자,30대
2328,인천,2,7,2,7,7,5,3,3,3,4,7,4,남자,60~69세
2329,인천,2,7,3,7,6,6,3,3,3,3,5,4,남자,40대
2330,인천,1,7,3,7,6,6,3,3,3,3,5,4,여자,40대
2331,인천,2,8,3,7,6,7,3,3,3,3,5,4,남자,30대
2332,인천,2,7,3,8,4,5,3,3,3,4,5,4,여자,30대
2333,인천,1,6,2,6,5,6,3,3,4,4,6,4,남자,30대
2334,인천,2,6,2,6,5,5,3,3,4,4,5,4,여자,30대
2335,인천,2,7,2,7,7,6,3,3,3,4,8,5,남자,30대
2336,인천,2,7,2,6,6,4,3,3,4,4,5,5,여자,30대
2337,인천,1,5,2,6,6,6,3,3,3,4,3,4,남자,50대
2338,인천,2,5,3,5,5,6,2,3,3,4,6,3,여자,50대
2339,인천,1,5,3,5,5,5,2,3,3,4,4,4,여자,19~29세
2340,인천,2,5,3,6,6,5,3,3,3,4,5,3,남자,60~69세
2341,인천,2,7,3,5,4,5,3,3,3,4,5,3,여자,60~69세
2342,인천,2,6,2,7,5,6,3,3,3,4,7,5,남자,30대
2343,인천,2,8,2,7,6,7,3,3,4,4,5,4,여자,30대
